"CIK","Company_Name","Symbol","Exchange","CUSIP","AssetType","Sector"
"1654126","ZIM Integrated Shipping Services Ltd.","ZIM","NYSE","M9T951109","EQUITY","Consumer Discretionary"
"1562476","Taylor Morrison Home Corp","TMHC","NYSE","87724P106","EQUITY","Consumer Discretionary"
"803649","Equity Commonwealth","EQC","NYSE","294628102","EQUITY","Real Estate"
"56679","KORN FERRY","KFY","NYSE","500643200","EQUITY","Consumer Discretionary"
"1045450","EPR PROPERTIES","EPR","NYSE","26884U109","EQUITY","Real Estate"
"1381640","Melco Resorts & Entertainment LTD","MLCO","Nasdaq","585464100","EQUITY","Consumer Discretionary"
"1104485","NORTHERN OIL & GAS, INC.","NOG","NYSE","665531307","EQUITY","Energy"
"1056288","FEDERATED HERMES, INC.","FHI","NYSE","314211103","EQUITY","Finance"
"78890","BRINKS CO","BCO","NYSE","109696104","EQUITY","Consumer Discretionary"
"913142","BELDEN INC.","BDC","NYSE","77454106","EQUITY","Industrials"
"1378239","Central North Airport Group","OMAB","Nasdaq","400501102","EQUITY","Consumer Discretionary"
"1564618","Independent Bank Group, Inc.","IBTX","Nasdaq","45384B106","EQUITY","Finance"
"1207179","GOLAR LNG LTD","GLNG","Nasdaq","G9456A100","EQUITY","Consumer Discretionary"
"771497","ABM INDUSTRIES INC /DE/","ABM","NYSE","957100","EQUITY","Finance"
"1728951","ESSENTIAL PROPERTIES REALTY TRUST, INC.","EPRT","NYSE","2.97E+111","EQUITY","Real Estate"
"927003","ADVANCED ENERGY INDUSTRIES INC","AEIS","Nasdaq","7973100","EQUITY","Technology"
"1721947","Jamf Holding Corp.","JAMF","Nasdaq","47074L105","EQUITY","Technology"
"1504008","BankUnited, Inc.","BKU","NYSE","06652K103","EQUITY","Finance"
"1012019","RUSH ENTERPRISES INC \TX\","RUSHA","Nasdaq","781846209","EQUITY","Consumer Discretionary"
"277509","FEDERAL SIGNAL CORP /DE/","FSS","NYSE","313855108","EQUITY","Consumer Discretionary"
"1579877","OUTFRONT Media Inc.","OUT","NYSE","69007J106","EQUITY","Real Estate"
"913290","FRONTLINE LTD /","FRO","NYSE","G3682E192","EQUITY","Consumer Discretionary"
"1497770","Walker & Dunlop, Inc.","WD","NYSE","93148P102","EQUITY","Finance"
"1676238","Braze, Inc.","BRZE","Nasdaq","10576N102","EQUITY","Technology"
"1280058","BLACKBAUD INC","BLKB","Nasdaq","09227Q100","EQUITY","Technology"
"1657573","Xometry, Inc.","XMTR","Nasdaq","98423F109","EQUITY","Consumer Discretionary"
"98677","TOOTSIE ROLL INDUSTRIES INC","TR","NYSE","890516107","EQUITY","Consumer Staples"
"1320695","TreeHouse Foods, Inc.","THS","NYSE","89469A104","EQUITY","Consumer Staples"
"1287032","PROSPECT CAPITAL CORP","PSEC","Nasdaq","74348T102","EQUITY","Finance"
"1596967","Moelis & Co","MC","NYSE","60786M105","EQUITY","Finance"
"1559053","PROTHENA CORP PUBLIC LTD CO","PRTA","Nasdaq","G72800108","EQUITY","Health Care"
"1710155","National Vision Holdings, Inc.","EYE","Nasdaq","63845R107","EQUITY","Health Care"
"1466593","Otter Tail Corp","OTTR","Nasdaq","689648103","EQUITY","Utilities"
"1868726","OLAPLEX HOLDINGS, INC.","OLPX","Nasdaq","679369108","EQUITY","Consumer Discretionary"
"1364954","CHEGG, INC","CHGG","NYSE","163092109","EQUITY","Real Estate"
"874866","CORVEL CORP","CRVL","Nasdaq","221006109","EQUITY","Finance"
"1434588","Grand Canyon Education, Inc.","LOPE","Nasdaq","38526M106","EQUITY","Real Estate"
"819793","ALBANY INTERNATIONAL CORP /DE/","AIN","NYSE","12348108","EQUITY","Consumer Discretionary"
"1515673","Ultragenyx Pharmaceutical Inc.","RARE","Nasdaq","90400D108","EQUITY","Health Care"
"1877787","Ermenegildo Zegna N.V.","ZGN","NYSE","N30577105","EQUITY","Consumer Discretionary"
"1049521","MERCURY SYSTEMS INC","MRCY","Nasdaq","589378108","EQUITY","Technology"
"785956","J&J SNACK FOODS CORP","JJSF","Nasdaq","466032109","EQUITY","Consumer Staples"
"1828318","Enovix Corp","ENVX","Nasdaq","293594107","EQUITY","Miscellaneous"
"1050446","MICROSTRATEGY Inc","MSTR","Nasdaq","594972408","EQUITY","Technology"
"1823306","Lightspeed Commerce Inc.","LSPD","NYSE","53229C107","EQUITY","Technology"
"1451505","Transocean Ltd.","RIG","NYSE","H8817H100","EQUITY","Energy"
"1742692","InMode Ltd.","INMD","Nasdaq","M5425M103","EQUITY","Health Care"
"1819848","Joby Aviation, Inc.","JOBY","NYSE","G65163100","EQUITY","Industrials"
"81362","QUAKER CHEMICAL CORP","KWR","NYSE","747316107","EQUITY","Industrials"
"1677576","INNOVATIVE INDUSTRIAL PROPERTIES INC","IIPR","NYSE","45781V101","EQUITY","Finance"
"832988","SIGNET JEWELERS LTD","SIG","NYSE","G81276100","EQUITY","Consumer Discretionary"
"1845257","LifeStance Health Group, Inc.","LFST","Nasdaq","53228F101","EQUITY","Health Care"
"1828962","Cricut, Inc.","CRCT","Nasdaq","22658D100","EQUITY","Technology"
"912728","FORWARD AIR CORP","FWRD","Nasdaq","349853101","EQUITY","Consumer Discretionary"
"891024","PATTERSON COMPANIES, INC.","PDCO","Nasdaq","703395103","EQUITY","Health Care"
"1169561","COMMVAULT SYSTEMS INC","CVLT","Nasdaq","204166102","EQUITY","Technology"
"1364885","Spirit AeroSystems Holdings, Inc.","SPR","NYSE","848574109","EQUITY","Industrials"
"1295947","Prestige Consumer Healthcare Inc.","PBH","NYSE","74112D101","EQUITY","Health Care"
"1517228","CommScope Holding Company, Inc.","COMM","Nasdaq","20337X109","EQUITY","Technology"
"1345016","YELP INC","YELP","NYSE","985817105","EQUITY","Consumer Discretionary"
"1359841","Hanesbrands Inc.","HBI","NYSE","410345102","EQUITY","Consumer Discretionary"
"1866175","Crescent Energy Co","CRGY","NYSE","44952J104","EQUITY","Energy"
"882796","BIOCRYST PHARMACEUTICALS INC","BCRX","Nasdaq","09058V103","EQUITY","Health Care"
"1031203","GROUP 1 AUTOMOTIVE INC","GPI","NYSE","398905109","EQUITY","Consumer Discretionary"
"1396440","Main Street Capital CORP","MAIN","NYSE","56035L104","EQUITY","Finance"
"1192448","GLAUKOS Corp","GKOS","NYSE","377322102","EQUITY","Health Care"
"910108","LXP Industrial Trust","LXP","NYSE","529043101","EQUITY","Real Estate"
"712534","FIRST MERCHANTS CORP","FRME","Nasdaq","320817109","EQUITY","Finance"
"1826470","Petco Health & Wellness Company, Inc.","WOOF","Nasdaq","71601V105","EQUITY","Consumer Discretionary"
"1826600","Montauk Renewables, Inc.","MNTK","Nasdaq","61218C103","EQUITY","Utilities"
"1603923","Weatherford International plc","WFRD","Nasdaq","G48833118","EQUITY","Industrials"
"1628369","Cushman & Wakefield plc","CWK","NYSE","G2717B108","EQUITY","Finance"
"940942","Hub Group, Inc.","HUBG","Nasdaq","443320106","EQUITY","Consumer Discretionary"
"1611647","Freshpet, Inc.","FRPT","Nasdaq","358039105","EQUITY","Consumer Staples"
"785786","PLEXUS CORP","PLXS","Nasdaq","729132100","EQUITY","Technology"
"1853513","Mister Car Wash, Inc.","MCW","NYSE","60646V105","EQUITY","Consumer Discretionary"
"1560327","Rapid7, Inc.","RPD","Nasdaq","753422104","EQUITY","Technology"
"812074","O-I Glass, Inc. /DE/","OI","NYSE","67098H104","EQUITY","Consumer Discretionary"
"1821806","Leslie's, Inc.","LESL","Nasdaq","527064109","EQUITY","Consumer Discretionary"
"1670592","YETI Holdings, Inc.","YETI","NYSE","98585X104","EQUITY","Consumer Discretionary"
"1013857","PEGASYSTEMS INC","PEGA","Nasdaq","705573103","EQUITY","Technology"
"1070494","ACADIA PHARMACEUTICALS INC","ACAD","Nasdaq","4225108","EQUITY","Health Care"
"935036","ACI WORLDWIDE, INC.","ACIW","Nasdaq","4498101","EQUITY","Technology"
"1758057","Luminar Technologies, Inc./DE","LAZR","Nasdaq","550424105","EQUITY","Consumer Discretionary"
"1070235","BLACKBERRY Ltd","BB","NYSE","09228F103","EQUITY","Technology"
"1682745","VERRA MOBILITY Corp","VRRM","Nasdaq","92511U102","EQUITY","Consumer Discretionary"
"1499620","TAL Education Group","TAL","NYSE","874080104","EQUITY","Real Estate"
"1806837","Vertex, Inc.","VERX","Nasdaq","92538J106","EQUITY","Technology"
"1037676","ARCH RESOURCES, INC.","ARCH","NYSE","03940R107","EQUITY","Energy"
"1702780","Altice USA, Inc.","ATUS","NYSE","02156K103","EQUITY","Telecommunications"
"1615903","Intercorp Financial Services Inc.","IFS","NYSE","P5626F128","EQUITY","Finance"
"901491","PAPA JOHNS INTERNATIONAL INC","PZZA","Nasdaq","698813102","EQUITY","Consumer Discretionary"
"833079","Meritage Homes CORP","MTH","NYSE","59001A102","EQUITY","Consumer Discretionary"
"1836470","Sportradar Group AG","SRAD","Nasdaq","H8088L103","EQUITY","Technology"
"1083839","Nuveen Quality Municipal Income Fund","NAD","NYSE","67066V101","EQUITY","Finance"
"1690820","CARVANA CO.","CVNA","NYSE","146869102","EQUITY","Consumer Discretionary"
"1845815","Payoneer Global Inc.","PAYO","Nasdaq","70451X104","EQUITY","Consumer Discretionary"
"1653477","Ingevity Corp","NGVT","NYSE","45688C107","EQUITY","Industrials"
"1289308","EnerSys","ENS","NYSE","29275Y102","EQUITY","Technology"
"825542","SCOTTS MIRACLE-GRO CO","SMG","NYSE","810186106","EQUITY","Industrials"
"1770450","Xerox Holdings Corp","XRX","Nasdaq","98421M106","EQUITY","Technology"
"1078075","NETSCOUT SYSTEMS INC","NTCT","Nasdaq","64115T104","EQUITY","Technology"
"763744","LCI INDUSTRIES","LCII","NYSE","50189K103","EQUITY","Consumer Discretionary"
"1328581","BOISE CASCADE Co","BCC","NYSE","09739D100","EQUITY","Consumer Discretionary"
"1800667","JFrog Ltd","FROG","Nasdaq","M6191J100","EQUITY","Technology"
"822663","INTER PARFUMS INC","IPAR","Nasdaq","458334109","EQUITY","Consumer Discretionary"
"1639825","PELOTON INTERACTIVE, INC.","PTON","Nasdaq","70614W100","EQUITY","Consumer Discretionary"
"936528","WASHINGTON FEDERAL INC","WAFD","Nasdaq","938824109","EQUITY","Finance"
"1812364","Relay Therapeutics, Inc.","RLAY","Nasdaq","75943R102","EQUITY","Health Care"
"894315","SITE Centers Corp.","SITC","NYSE","82981J109","EQUITY","Real Estate"
"1639691","LivaNova PLC","LIVN","Nasdaq","G5509L101","EQUITY","Health Care"
"1396814","Pacira BioSciences, Inc.","PCRX","Nasdaq","695127100","EQUITY","Health Care"
"793074","WERNER ENTERPRISES INC","WERN","Nasdaq","950755108","EQUITY","Industrials"
"1288469","MAXLINEAR INC","MXL","Nasdaq","57776J100","EQUITY","Technology"
"886977","METHANEX CORP","MEOH","Nasdaq","59151K108","EQUITY","Industrials"
"821130","UNITED STATES CELLULAR CORP","USM","NYSE","911684108","EQUITY","Telecommunications"
"887343","COLUMBIA BANKING SYSTEM, INC.","COLB","Nasdaq","197236102","EQUITY","Finance"
"1158324","COGENT COMMUNICATIONS HOLDINGS, INC.","CCOI","Nasdaq","19239V302","EQUITY","Consumer Discretionary"
"877860","NATIONAL HEALTH INVESTORS INC","NHI","NYSE","63633D104","EQUITY","Real Estate"
"1792849","HighPeak Energy, Inc.","HPK","Nasdaq","43114Q105","EQUITY","Energy"
"885590","Bausch Health Companies Inc.","BHC","NYSE","71734107","EQUITY","Health Care"
"1723596","Columbia Financial, Inc.","CLBK","Nasdaq","197641103","EQUITY","Finance"
"883948","Atlantic Union Bankshares Corp","AUB","Nasdaq","04911A107","EQUITY","Finance"
"1552797","Delek Logistics Partners, LP","DKL","NYSE","24664T103","EQUITY","Energy"
"932470","TELECOM ARGENTINA SA","TEO","NYSE","879273209","EQUITY","Telecommunications"
"944148","CBIZ, Inc.","CBZ","NYSE","124805102","EQUITY","Consumer Discretionary"
"1840572","Bowlero Corp.","BOWL","NYSE","10258P102","EQUITY","Consumer Discretionary"
"1782754","AZEK Co Inc.","AZEK","NYSE","05478C105","EQUITY","Industrials"
"711377","NEOGEN CORP","NEOG","Nasdaq","640491106","EQUITY","Health Care"
"816956","CONMED Corp","CNMD","NYSE","207410101","EQUITY","Health Care"
"1745916","PennyMac Financial Services, Inc.","PFSI","NYSE","70932M107","EQUITY","Finance"
"1054905","INNOSPEC INC.","IOSP","Nasdaq","45768S105","EQUITY","Industrials"
"1828108","Aurora Innovation, Inc.","AUR","Nasdaq","51774107","EQUITY","Technology"
"1040971","SL GREEN REALTY CORP","SLG","NYSE","78440X804","EQUITY","Real Estate"
"97216","TEREX CORP","TEX","NYSE","880779103","EQUITY","Industrials"
"1161728","MGE ENERGY INC","MGEE","Nasdaq","55277P104","EQUITY","Energy"
"1090116","Nuveen AMT-Free Municipal Credit Income Fund","NVG","NYSE","67071L106","EQUITY","Finance"
"105418","WEIS MARKETS INC","WMK","NYSE","948849104","EQUITY","Consumer Staples"
"931427","GAS TRANSPORTER OF THE SOUTH INC","TGS","NYSE","893870204","EQUITY","Utilities"
"1569345","Sprinklr, Inc.","CXM","NYSE","85208T107","EQUITY","Technology"
"795266","KB HOME","KBH","NYSE","48666K109","EQUITY","Consumer Discretionary"
"1580905","Installed Building Products, Inc.","IBP","NYSE","45780R101","EQUITY","Consumer Discretionary"
"1857154","Krispy Kreme, Inc.","DNUT","Nasdaq","50101L106","EQUITY","Consumer Staples"
"105132","WD 40 CO","WDFC","Nasdaq","929236107","EQUITY","Industrials"
"1020859","UNITED NATURAL FOODS INC","UNFI","NYSE","911163103","EQUITY","Consumer Discretionary"
"56978","KULICKE & SOFFA INDUSTRIES INC","KLIC","Nasdaq","501242101","EQUITY","Technology"
"1655759","ARVINAS, INC.","ARVN","Nasdaq","04335A105","EQUITY","Health Care"
"1224608","CNO Financial Group, Inc.","CNO","NYSE","1.26E+107","EQUITY","Finance"
"203596","WESBANCO INC","WSBC","Nasdaq","950810101","EQUITY","Finance"
"1580560","Flywire Corp","FLYW","Nasdaq","302492103","EQUITY","Consumer Discretionary"
"708955","FIRST FINANCIAL BANCORP /OH/","FFBC","Nasdaq","320209109","EQUITY","Finance"
"1295810","Sunstone Hotel Investors, Inc.","SHO","NYSE","867892101","EQUITY","Consumer Discretionary"
"913241","STEVEN MADDEN, LTD.","SHOO","Nasdaq","556269108","EQUITY","Consumer Discretionary"
"1831651","Shoals Technologies Group, Inc.","SHLS","Nasdaq","82489W107","EQUITY","Technology"
"1144800","TRANSALTA CORP","TAC","NYSE","89346D107","EQUITY","Utilities"
"94049","STEPAN CO","SCL","NYSE","858586100","EQUITY","Consumer Discretionary"
"1158463","JETBLUE AIRWAYS CORP","JBLU","Nasdaq","477143101","EQUITY","Consumer Discretionary"
"835011","MGP INGREDIENTS INC","MGPI","Nasdaq","55303J106","EQUITY","Consumer Staples"
"1653653","Red Rock Resorts, Inc.","RRR","Nasdaq","75700L108","EQUITY","Consumer Discretionary"
"811532","CEDAR FAIR L P","FUN","NYSE","150185106","EQUITY","Consumer Discretionary"
"1379438","Eaton Vance Tax-Managed Global Diversified Equity Income Fund","EXG","NYSE","27829F108","EQUITY","Finance"
"1854401","Bridge Investment Group Holdings Inc.","BRDG","NYSE","10806B100","EQUITY","Finance"
"108516","WORTHINGTON INDUSTRIES INC","WOR","NYSE","981811102","EQUITY","Industrials"
"1651717","Nomad Foods Ltd","NOMD","NYSE","G6564A105","EQUITY","Consumer Staples"
"805676","PARK NATIONAL CORP /OH/","PRK","NYSE","700658107","EQUITY","Finance"
"1820721","Array Technologies, Inc.","ARRY","Nasdaq","04271T100","EQUITY","Consumer Discretionary"
"1276520","GENWORTH FINANCIAL INC","GNW","NYSE","37247D106","EQUITY","Finance"
"916789","HELEN OF TROY LTD","HELE","Nasdaq","G4388N106","EQUITY","Consumer Discretionary"
"946673","BANNER CORP","BANR","Nasdaq","06652V208","EQUITY","Finance"
"1114700","GRUPO FINANCIERO GALICIA SA","GGAL","Nasdaq","399909100","EQUITY","Finance"
"1481513","JinkoSolar Holding Co., Ltd.","JKS","NYSE","47759T100","EQUITY","Technology"
"1710366","CONSOL Energy Inc.","CEIX","NYSE","20854L108","EQUITY","Energy"
"1067294","CRACKER BARREL OLD COUNTRY STORE, INC","CBRL","Nasdaq","22410J106","EQUITY","Consumer Discretionary"
"1582313","Xenon Pharmaceuticals Inc.","XENE","Nasdaq","98420N105","EQUITY","Health Care"
"1210677","FIRST ADVANTAGE CORP","FA","Nasdaq","31846B108","EQUITY","Consumer Discretionary"
"1671927","Immunocore Holdings plc","IMCR","Nasdaq","45258D105","EQUITY","Health Care"
"1308648","FIRST MAJESTIC SILVER CORP","AG","NYSE","32076V103","EQUITY","Basic Materials"
"1114995","IMPINJ INC","PI","Nasdaq","453204109","EQUITY","Technology"
"1371285","TRUPANION, INC.","TRUP","Nasdaq","898202106","EQUITY","Health Care"
"1593538","NAVIENT CORP","NAVI","Nasdaq","63938C108","EQUITY","Finance"
"1104506","INSMED Inc","INSM","Nasdaq","457669307","EQUITY","Health Care"
"1362004","ICF International, Inc.","ICFI","Nasdaq","44925C103","EQUITY","Consumer Discretionary"
"1476765","GOLUB CAPITAL BDC, Inc.","GBDC","Nasdaq","38173M102","EQUITY","Finance"
"912615","URBAN OUTFITTERS INC","URBN","Nasdaq","917047102","EQUITY","Consumer Discretionary"
"746598","BRADY CORP","BRC","NYSE","104674106","EQUITY","Consumer Discretionary"
"1559865","EVERTEC, Inc.","EVTC","NYSE","30040P103","EQUITY","Technology"
"1299709","Axos Financial, Inc.","AX","NYSE","05465C100","EQUITY","Finance"
"751978","VICOR CORP","VICR","Nasdaq","925815102","EQUITY","Technology"
"1761312","Palomar Holdings, Inc.","PLMR","Nasdaq","69753M105","EQUITY","Finance"
"1638833","Surgery Partners, Inc.","SGRY","Nasdaq","86881A100","EQUITY","Health Care"
"1689796","JBG SMITH Properties","JBGS","NYSE","46590V100","EQUITY","Real Estate"
"1166388","VERINT SYSTEMS INC","VRNT","Nasdaq","92343X100","EQUITY","Technology"
"1600033","e.l.f. Beauty, Inc.","ELF","NYSE","26856L103","EQUITY","Consumer Discretionary"
"19745","CHESAPEAKE UTILITIES CORP","CPK","NYSE","165303108","EQUITY","Utilities"
"1597553","Sage Therapeutics, Inc.","SAGE","Nasdaq","78667J108","EQUITY","Health Care"
"1408100","Kennedy-Wilson Holdings, Inc.","KW","NYSE","489398107","EQUITY","Finance"
"1819142","SES AI Corp","SES","NYSE","871628301","EQUITY","Miscellaneous"
"835324","Stock Yards Bancorp, Inc.","SYBT","Nasdaq","861025104","EQUITY","Finance"
"1867072","Kyndryl Holdings, Inc.","KD","NYSE","50155Q100","EQUITY","Technology"
"1832466","Alignment Healthcare, Inc.","ALHC","Nasdaq","01625V104","EQUITY","Health Care"
"1620533","Shake Shack Inc.","SHAK","NYSE","819047101","EQUITY","Consumer Discretionary"
"36146","TRUSTMARK CORP","TRMK","Nasdaq","898402102","EQUITY","Finance"
"1659939","Enel Chile S.A.","ENIC","NYSE","29278D105","EQUITY","Utilities"
"1326110","ImmunityBio, Inc.","IBRX","Nasdaq","45256X103","EQUITY","Health Care"
"1253986","ARBOR REALTY TRUST INC","ABR","NYSE","38923108","EQUITY","Real Estate"
"752714","MCGRATH RENTCORP","MGRC","Nasdaq","580589109","EQUITY","Consumer Discretionary"
"1532961","NV5 Global, Inc.","NVEE","Nasdaq","62945V109","EQUITY","Consumer Discretionary"
"1679688","DigitalBridge Group, Inc.","DBRG","NYSE","25401T108","EQUITY","Real Estate"
"1848763","ReNew Energy Global plc","RNW","Nasdaq","G7500M104","EQUITY","Utilities"
"1474098","Pebblebrook Hotel Trust","PEB","NYSE","70509V100","EQUITY","Real Estate"
"1109345","NOVA LTD.","NVMI","Nasdaq","M7516K103","EQUITY","Technology"
"1275617","COHEN & STEERS INFRASTRUCTURE FUND INC","UTF","NYSE","19248A109","EQUITY","Finance"
"1620393","NexPoint Residential Trust, Inc.","NXRT","NYSE","65341D102","EQUITY","Real Estate"
"1530804","Tronox Holdings plc","TROX","NYSE","G9087Q102","EQUITY","Industrials"
"1180262","HERBALIFE NUTRITION LTD.","HLF","NYSE","G4412G101","EQUITY","Health Care"
"1694426","Delek US Holdings, Inc.","DK","NYSE","24665A103","EQUITY","Energy"
"1568100","PagerDuty, Inc.","PD","NYSE","69553P100","EQUITY","Technology"
"1670076","Frontier Group Holdings, Inc.","ULCC","Nasdaq","35909R108","EQUITY","Consumer Discretionary"
"912242","MACERICH CO","MAC","NYSE","554382101","EQUITY","Real Estate"
"866706","ESCO TECHNOLOGIES INC","ESE","NYSE","296315104","EQUITY","Telecommunications"
"780571","ITRON, INC.","ITRI","Nasdaq","465741106","EQUITY","Industrials"
"1280263","AMBARELLA INC","AMBA","Nasdaq","G037AX101","EQUITY","Technology"
"876167","PROGRESS SOFTWARE CORP /MA","PRGS","Nasdaq","743312100","EQUITY","Technology"
"1549107","Manchester United plc","MANU","NYSE","G5784H106","EQUITY","Consumer Discretionary"
"1655891","TORM plc","TRMD","Nasdaq","G89479102","EQUITY","Consumer Discretionary"
"1724521","Arcus Biosciences, Inc.","RCUS","NYSE","03969F109","EQUITY","Health Care"
"1731348","Tilray Brands, Inc.","TLRY","Nasdaq","88688T100","EQUITY","Health Care"
"1275214","CALAMOS STRATEGIC TOTAL RETURN FUND","CSQ","Nasdaq","128125101","EQUITY","Finance"
"1039399","FORMFACTOR INC","FORM","Nasdaq","346375108","EQUITY","Technology"
"1607939","Udemy, Inc.","UDMY","Nasdaq","902685106","EQUITY","Real Estate"
"1561894","Hannon Armstrong Sustainable Infrastructure Capital, Inc.","HASI","NYSE","41068X100","EQUITY","Real Estate"
"1690680","NEWMARK GROUP, INC.","NMRK","Nasdaq","65158N102","EQUITY","Finance"
"1477815","Sweetgreen, Inc.","SG","NYSE","87043Q108","EQUITY","Consumer Discretionary"
"1679049","International Seaways, Inc.","INSW","NYSE","Y41053102","EQUITY","Consumer Discretionary"
"1856485","Sylvamo Corp","SLVM","NYSE","871332102","EQUITY","Basic Materials"
"1096752","EDGEWELL PERSONAL CARE Co","EPC","NYSE","28035Q102","EQUITY","Consumer Discretionary"
"55242","KENNAMETAL INC","KMT","NYSE","489170100","EQUITY","Industrials"
"1611005","Kenon Holdings Ltd.","KEN","NYSE","Y46717107","EQUITY","Utilities"
"1831915","Cytek Biosciences, Inc.","CTKB","Nasdaq","23285D109","EQUITY","Industrials"
"920112","HEARTLAND FINANCIAL USA INC","HTLF","Nasdaq","42234Q102","EQUITY","Finance"
"886346","KADANT INC","KAI","NYSE","48282T104","EQUITY","Industrials"
"888746","UNITED BREWERIES CO INC","CCU","NYSE","204429104","EQUITY","Consumer Staples"
"887733","CENTRAL GARDEN & PET CO","CENT","Nasdaq","153527106","EQUITY","Consumer Discretionary"
"745308","ST JOE Co","JOE","NYSE","790148100","EQUITY","Real Estate"
"1375877","Canadian Solar Inc.","CSIQ","Nasdaq","136635109","EQUITY","Technology"
"894081","Air Transport Services Group, Inc.","ATSG","Nasdaq","00922R105","EQUITY","Consumer Discretionary"
"721994","LAKELAND FINANCIAL CORP","LKFN","Nasdaq","511656100","EQUITY","Finance"
"1500217","American Assets Trust, Inc.","AAT","NYSE","24013104","EQUITY","Real Estate"
"1164863","ENPRO INDUSTRIES, INC","NPO","NYSE","29355X107","EQUITY","Industrials"
"1368622","AeroVironment Inc","AVAV","Nasdaq","8073108","EQUITY","Industrials"
"1157408","Stride, Inc.","LRN","NYSE","86333M108","EQUITY","Real Estate"
"715072","RENASANT CORP","RNST","Nasdaq","7.6E+111","EQUITY","Finance"
"1013880","TTEC Holdings, Inc.","TTEC","Nasdaq","89854H102","EQUITY","Consumer Discretionary"
"1617553","ZIPRECRUITER, INC.","ZIP","NYSE","98980B103","EQUITY","Technology"
"1819994","Rocket Lab USA, Inc.","RKLB","Nasdaq","773122106","EQUITY","Industrials"
"1821159","EVgo Inc.","EVGO","Nasdaq","30052F100","EQUITY","Technology"
"1386716","Star Bulk Carriers Corp.","SBLK","Nasdaq","Y8162K204","EQUITY","Consumer Discretionary"
"99780","TRINITY INDUSTRIES INC","TRN","NYSE","896522109","EQUITY","Industrials"
"1744659","Akero Therapeutics, Inc.","AKRO","Nasdaq","00973Y108","EQUITY","Health Care"
"730708","SEACOAST BANKING CORP OF FLORIDA","SBCF","Nasdaq","811707801","EQUITY","Finance"
"800240","ODP Corp","ODP","Nasdaq","88337F105","EQUITY","Consumer Discretionary"
"1078271","EXTREME NETWORKS INC","EXTR","Nasdaq","30226D106","EQUITY","Telecommunications"
"919012","AMERICAN EAGLE OUTFITTERS INC","AEO","NYSE","2.55E+109","EQUITY","Consumer Discretionary"
"766829","SJW GROUP","SJW","NYSE","784305104","EQUITY","Utilities"
"1666291","Claros Mortgage Trust, Inc.","CMTG","NYSE","18270D106","EQUITY","Finance"
"1005757","CSG SYSTEMS INTERNATIONAL INC","CSGS","Nasdaq","126349109","EQUITY","Technology"
"1479290","Revance Therapeutics, Inc.","RVNC","Nasdaq","761330109","EQUITY","Health Care"
"1829864","TaskUs, Inc.","TASK","Nasdaq","87652V109","EQUITY","Technology"
"1041803","PRICESMART INC","PSMT","Nasdaq","741511109","EQUITY","Consumer Discretionary"
"1650132","Four Corners Property Trust, Inc.","FCPT","NYSE","35086T109","EQUITY","Real Estate"
"1741530","360 DigiTech, Inc.","QFIN","Nasdaq","88557W101","EQUITY","Finance"
"1698535","NexGen Energy Ltd.","NXE","NYSE","65340P106","EQUITY","Basic Materials"
"1627272","Osisko Gold Royalties LTD","OR","NYSE","68827L101","EQUITY","Basic Materials"
"1541401","Empire State Realty Trust, Inc.","ESRT","NYSE","292104106","EQUITY","Real Estate"
"1434316","FATE THERAPEUTICS INC","FATE","Nasdaq","31189P102","EQUITY","Health Care"
"1760965","Kontoor Brands, Inc.","KTB","NYSE","50050N103","EQUITY","Consumer Discretionary"
"1632790","ENERGIZER HOLDINGS, INC.","ENR","NYSE","29272W109","EQUITY","Miscellaneous"
"742278","RPC INC","RES","NYSE","749660106","EQUITY","Energy"
"1624794","CSW INDUSTRIALS, INC.","CSWI","Nasdaq","126402106","EQUITY","Industrials"
"1329394","Silicon Motion Technology CORP","SIMO","Nasdaq","82706C108","EQUITY","Technology"
"1298946","DiamondRock Hospitality Co","DRH","NYSE","252784301","EQUITY","Real Estate"
"1840574","Verve Therapeutics, Inc.","VERV","Nasdaq","92539P101","EQUITY","Health Care"
"1511337","RLJ Lodging Trust","RLJ","NYSE","74965L101","EQUITY","Real Estate"
"278166","CAVCO INDUSTRIES INC.","CVCO","Nasdaq","149568107","EQUITY","Consumer Discretionary"
"1347426","Macro Bank Inc.","BMA","NYSE","05961W105","EQUITY","Finance"
"1691303","WARRIOR MET COAL, INC.","HCC","NYSE","93627C101","EQUITY","Energy"
"1825570","Patria Investments Ltd","PAX","Nasdaq","G69451105","EQUITY","Finance"
"1600438","GMS Inc.","GMS","NYSE","36251C103","EQUITY","Consumer Discretionary"
"1869198","Life Time Group Holdings, Inc.","LTH","NYSE","53190C102","EQUITY","Consumer Discretionary"
"1616000","Xenia Hotels & Resorts, Inc.","XHR","NYSE","984017103","EQUITY","Consumer Discretionary"
"903129","GENTHERM Inc","THRM","Nasdaq","37253A103","EQUITY","Consumer Discretionary"
"1834622","Hayward Holdings, Inc.","HAYW","NYSE","421298100","EQUITY","Industrials"
"1588978","PROCEPT BioRobotics Corp","PRCT","Nasdaq","74276L105","EQUITY","Health Care"
"1546417","Bloomin' Brands, Inc.","BLMN","Nasdaq","94235108","EQUITY","Consumer Discretionary"
"1690511","Canada Goose Holdings Inc.","GOOS","NYSE","135086106","EQUITY","Consumer Discretionary"
